,Unnamed: 0,NP,NP_Synthesis,shape,method,Bacteria,time (hr),Phylum,Class,Order,Family,Superkingdom,bac_type,gram,isolated_from,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),"min_Incub_period, h","growth_temp, C",biosafety_level,Genus,Species
842,842,Ag,green_synthesis using Aloe vera leaf,spherical,well_diffusion,Serratia marcescens,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,130.0,25.0,25.0,2.0,30.0,2.0,Serratia,Serratia marcescens
843,843,Ag,green_synthesis using Aloe vera leaf,spherical,well_diffusion,Proteus mirabilis,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,130.0,25.0,25.0,24.0,37.0,2.0,Proteus,Proteus mirabilis
844,844,Ag,green_synthesis using Aloe vera leaf,spherical,well_diffusion,Citrobacter freundii,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,130.0,25.0,25.0,12.0,37.0,2.0,Citrobacter,Citrobacter freundii
845,845,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Staphylococcus aureus,72.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,130.0,25.0,25.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
846,846,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Serratia marcescens,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,130.0,25.0,25.0,2.0,30.0,2.0,Serratia,Serratia marcescens
847,847,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Proteus mirabilis,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,130.0,25.0,25.0,24.0,37.0,2.0,Proteus,Proteus mirabilis
848,848,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Citrobacter freundii,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,130.0,25.0,25.0,12.0,37.0,2.0,Citrobacter,Citrobacter freundii
849,849,Ag,green_synthesis using Aloe vera leaf,spherical,well_diffusion,Staphylococcus aureus,72.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,195.0,25.0,25.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
850,850,Ag,green_synthesis using Aloe vera leaf,spherical,well_diffusion,Serratia marcescens,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,195.0,25.0,25.0,2.0,30.0,2.0,Serratia,Serratia marcescens
851,851,Ag,green_synthesis using Aloe vera leaf,spherical,well_diffusion,Proteus mirabilis,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,195.0,25.0,25.0,24.0,37.0,2.0,Proteus,Proteus mirabilis
852,852,Ag,green_synthesis using Aloe vera leaf,spherical,well_diffusion,Citrobacter freundii,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,195.0,25.0,25.0,12.0,37.0,2.0,Citrobacter,Citrobacter freundii
853,853,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Staphylococcus aureus,72.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,195.0,25.0,25.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
854,854,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Serratia marcescens,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,195.0,25.0,25.0,2.0,30.0,2.0,Serratia,Serratia marcescens
855,855,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Proteus mirabilis,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,195.0,25.0,25.0,24.0,37.0,2.0,Proteus,Proteus mirabilis
856,856,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Citrobacter freundii,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,195.0,25.0,25.0,12.0,37.0,2.0,Citrobacter,Citrobacter freundii
857,857,Ag,green_synthesis using Phlomis Leaf Extract,hexagonal,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,0.0,79.0,79.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
858,858,Ag,green_synthesis using Phlomis Leaf Extract,hexagonal,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10.172425,79.0,79.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
859,859,Ag,green_synthesis using Phlomis Leaf Extract,hexagonal,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.34485,79.0,79.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
860,860,Ag,green_synthesis using Phlomis Leaf Extract,hexagonal,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,40.6897,79.0,79.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
861,861,Ag,green_synthesis using Phlomis Leaf Extract,hexagonal,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,81.3794,79.0,79.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
862,862,Ag,green_synthesis using Phlomis Leaf Extract,hexagonal,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,162.7588,79.0,79.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
863,863,Ag,green_synthesis using Phlomis Leaf Extract,hexagonal,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,0.0,79.0,79.0,48.0,37.0,2.0,Escherichia,Escherichia coli
864,864,Ag,green_synthesis using Phlomis Leaf Extract,hexagonal,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10.172425,79.0,79.0,48.0,37.0,2.0,Escherichia,Escherichia coli
865,865,Ag,green_synthesis using Phlomis Leaf Extract,hexagonal,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,20.34485,79.0,79.0,48.0,37.0,2.0,Escherichia,Escherichia coli
866,866,Ag,green_synthesis using Phlomis Leaf Extract,hexagonal,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,40.6897,79.0,79.0,48.0,37.0,2.0,Escherichia,Escherichia coli
867,867,Ag,green_synthesis using Phlomis Leaf Extract,hexagonal,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,81.3794,79.0,79.0,48.0,37.0,2.0,Escherichia,Escherichia coli
868,868,Ag,green_synthesis using Phlomis Leaf Extract,hexagonal,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,162.7588,79.0,79.0,48.0,37.0,2.0,Escherichia,Escherichia coli
869,869,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,2000.0,2.0,10.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
870,870,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,4000.0,2.0,10.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
871,871,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,6000.0,2.0,10.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
872,872,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,2000.0,2.0,10.0,24.0,30.0,2.0,Klebsiella,Klebsiella pneumoniae
873,873,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,4000.0,2.0,10.0,24.0,30.0,2.0,Klebsiella,Klebsiella pneumoniae
874,874,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,6000.0,2.0,10.0,24.0,30.0,2.0,Klebsiella,Klebsiella pneumoniae
875,875,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,2000.0,2.0,10.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
876,876,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,4000.0,2.0,10.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
877,877,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,6000.0,2.0,10.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
878,878,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,2000.0,2.0,10.0,48.0,37.0,2.0,Escherichia,Escherichia coli
879,879,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,4000.0,2.0,10.0,48.0,37.0,2.0,Escherichia,Escherichia coli
880,880,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,6000.0,2.0,10.0,48.0,37.0,2.0,Escherichia,Escherichia coli
881,881,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,2000.0,2.0,10.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
882,882,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,4000.0,2.0,10.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
883,883,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,6000.0,2.0,10.0,168.0,37.0,2.0,Salmonella,Salmonella enterica subsp. enterica serovar Typhi
884,884,Ag,green_synthesis using Aloe barbadensis leaves,quasi-hexagonal,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,10.0,37.86,37.86,0.16,30.0,1.0,Bacillus,Bacillus subtilis
886,886,Ag,green_synthesis using Aloe barbadensis leaves,quasi-hexagonal,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10.0,37.86,37.86,48.0,37.0,2.0,Escherichia,Escherichia coli
887,887,Ag,green_synthesis using Aloe barbadensis leaves,quasi-hexagonal,disc_diffusion,Aspergillus niger,24.0,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Fungi,pathogenic,f,soil,10.0,37.86,37.86,24.0,30.0,1.0,Aspergillus,Aspergillus niger
888,888,Ag,green_synthesis using Aloe barbadensis leaves,quasi-hexagonal,disc_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Fungi,pathogenic,f,mouth,10.0,37.86,37.86,48.0,37.0,2.0,Candida,Candida albicans
889,889,Ag,green_synthesis using Aloe barbadensis leaves,quasi-hexagonal,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,10.0,37.86,37.86,0.16,30.0,1.0,Bacillus,Bacillus subtilis
891,891,Ag,green_synthesis using Aloe barbadensis leaves,quasi-hexagonal,disc_diffusion,Aspergillus niger,24.0,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Fungi,pathogenic,f,soil,10.0,37.86,37.86,24.0,30.0,1.0,Aspergillus,Aspergillus niger
892,892,Ag,green_synthesis using Aloe barbadensis leaves,quasi-hexagonal,disc_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Fungi,pathogenic,f,mouth,10.0,37.86,37.86,48.0,37.0,2.0,Candida,Candida albicans
893,893,Ag,green_synthesis using Camellia sinensis,Spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,250.0,6.0,80.0,48.0,37.0,2.0,Escherichia,Escherichia coli
894,894,Ag,green_synthesis using Camellia sinensis,Spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,100.0,6.0,80.0,48.0,37.0,2.0,Escherichia,Escherichia coli
895,895,Ag,green_synthesis using Camellia sinensis,Spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,50.0,6.0,80.0,48.0,37.0,2.0,Escherichia,Escherichia coli
896,896,Ag,green_synthesis using Camellia sinensis,Spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,250.0,6.0,80.0,24.0,30.0,2.0,Klebsiella,Klebsiella pneumoniae
897,897,Ag,green_synthesis using Camellia sinensis,Spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,100.0,6.0,80.0,24.0,30.0,2.0,Klebsiella,Klebsiella pneumoniae
898,898,Ag,green_synthesis using Camellia sinensis,Spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,50.0,6.0,80.0,24.0,30.0,2.0,Klebsiella,Klebsiella pneumoniae
899,899,Ag,green_synthesis using Camellia sinensis,Spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,250.0,6.0,80.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
900,900,Ag,green_synthesis using Camellia sinensis,Spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,100.0,6.0,80.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
901,901,Ag,green_synthesis using Camellia sinensis,Spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,50.0,6.0,80.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
902,902,Ag,green_synthesis using Prunus africana,Spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,250.0,6.0,80.0,48.0,37.0,2.0,Escherichia,Escherichia coli
903,903,Ag,green_synthesis using Prunus africana,Spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,100.0,6.0,80.0,48.0,37.0,2.0,Escherichia,Escherichia coli
904,904,Ag,green_synthesis using Prunus africana,Spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,50.0,6.0,80.0,48.0,37.0,2.0,Escherichia,Escherichia coli
905,905,Ag,green_synthesis using Prunus africana,Spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,250.0,6.0,80.0,24.0,30.0,2.0,Klebsiella,Klebsiella pneumoniae
906,906,Ag,green_synthesis using Prunus africana,Spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,100.0,6.0,80.0,24.0,30.0,2.0,Klebsiella,Klebsiella pneumoniae
907,907,Ag,green_synthesis using Prunus africana,Spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,250.0,6.0,80.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
908,908,Ag,green_synthesis using Prunus africana,Spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,100.0,6.0,80.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
909,909,Ag,green_synthesis using Prunus africana,Spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,50.0,6.0,80.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
910,910,Ag,green_synthesis using Hagenia abyssinica (Brace) JF. Gmel.,Spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,250.0,6.0,80.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
911,911,Ag,green_synthesis using Hagenia abyssinica (Brace) JF. Gmel.,hexagonal,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,250.0,6.0,80.0,48.0,37.0,2.0,Escherichia,Escherichia coli
912,912,Ag,green_synthesis using Hagenia abyssinica (Brace) JF. Gmel.,triangular,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,250.0,6.0,80.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
913,913,Ag,green_synthesis using Hagenia abyssinica (Brace) JF. Gmel.,cylindrical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,250.0,6.0,80.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
914,914,Ag,green_synthesis using Cissus vitiginea,Spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,250.0,6.0,80.0,48.0,37.0,2.0,Escherichia,Escherichia coli
915,915,Ag,green_synthesis using Cissus vitiginea,Spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,250.0,6.0,80.0,24.0,30.0,2.0,Klebsiella,Klebsiella pneumoniae
917,917,Ag,green_synthesis using Cissus vitiginea,Spherical,disc_diffusion,Proteus sp.,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,opportunistic pathogen,n,soil,250.0,6.0,80.0,24.0,37.0,2.0,Proteus,Proteus sp. (in: enterobacteria)
918,918,Ag,green_synthesis using Momordica charantia,rod-shaped,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,250.0,6.0,80.0,48.0,37.0,2.0,Escherichia,Escherichia coli
919,919,Ag,green_synthesis using Momordica charantia,rod-shaped,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,250.0,6.0,80.0,24.0,30.0,2.0,Klebsiella,Klebsiella pneumoniae
920,920,Ag,green_synthesis using Momordica charantia,rod-shaped,disc_diffusion,Bacillus cereus,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,pathogenic,p,food,250.0,6.0,80.0,4.0,30.0,2.0,Bacillus,Bacillus cereus
921,921,Ag,green_synthesis using Momordica charantia,rod-shaped,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,250.0,6.0,80.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
922,922,Ag,green_synthesis using Momordica charantia,rod-shaped,disc_diffusion,Proteus vulgaris,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,opportunistic pathogen,n,soil,250.0,6.0,80.0,24.0,30.0,2.0,Proteus,Proteus vulgaris
923,923,Ag,green_synthesis using Momordica charantia,rod-shaped,disc_diffusion,Streptococcus mutans,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,carious dentine,250.0,6.0,80.0,24.0,37.0,2.0,Streptococcus,Streptococcus mutans
924,924,Ag,green_synthesis using Momordica charantia,rod-shaped,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,250.0,6.0,80.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
925,925,Ag,green_synthesis using Momordica charantia,rod-shaped,disc_diffusion,Streptococcus pyogenes,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,mouth,250.0,6.0,80.0,24.0,37.0,2.0,Streptococcus,Streptococcus pyogenes
